keyword,canonical_keyword,volume,kd,cpc,serp_features,topical_silo,primary_entity,entity_id,entity_type,parent_entity,intent,intent_detail,geo_modifier,comparison_entity_a,comparison_entity_b,cluster_key,cluster_label,recommended_page_type,recommended_action,suggested_url,entity_existing_page,needs_manual_review,current_url,current_position,current_traffic,competitor_url,updated
what's on the dollar menu at mcdonald's,mcdonald's value menu with prices,20,0,0.89,"People also ask, Top stories, Thumbnail, Bottom ads, Paid sitelinks",Value & Deals,Deals & McValue Guide,deals-mcvalue-guide,support_page,,commercial,price_value,,,,deals-mcvalue-guide__price_value,Deals & McValue Guide - price value,support,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/mcdonalds-deals-mcvalue-guide/,Yes,No,,,,https://www.mac-menus.com/1-2-3-dollar-menu/,2026-04-23 06:07:53
sausage biscuit calories from mcdonald's,mcdonald's sausage biscuit calories,20,0,0,"AI Overview, Thumbnail, People also ask",Breakfast,Sausage Biscuit,bfast-sausage-biscuit,product_variant,Breakfast Menu,nutrition,nutrition_macros,,,,bfast-sausage-biscuit__nutrition_macros,Sausage Biscuit - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/sausage-biscuit/,Yes,No,,,,https://www.mac-menus.com/sausage-biscuit/,2026-04-17 16:18:47
how many carbs in mcdonald's hash browns,mcdonald's hash brown calories,20,0,0,"Knowledge card, People also ask, AI Overview",Breakfast,Hash Browns,bfast-hash-browns,product_variant,Breakfast Menu,nutrition,nutrition_macros,,,,bfast-hash-browns__nutrition_macros,Hash Browns - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/hash-browns/,Yes,No,,,,https://www.mac-menus.com/hash-browns/,2026-04-21 16:52:53
mcdonald's large soda,mcdonald's food,20,1,0.66,"AI Overview, People also ask, Sitelinks",Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_general,,,,menu-hub__overview_general,McDonald's Menu - overview general,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/mcdonalds-beverage-menu-with-price/,2026-04-17 01:43:11
mc doubles,mcdonald's food,20,2,0,People also ask,Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_general,,,,menu-hub__overview_general,McDonald's Menu - overview general,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/mcdouble/,2026-04-25 01:53:03
happy meal milk jug,what comes in a happy meal,20,0,0,"People also ask, Shopping, Thumbnail, Video preview",Happy Meal,Happy Meal,happy-meal,menu_guide,,overview,overview_menu,,,,happy-meal__overview_menu,Happy Meal - overview menu,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/happy-meal-menu/,Yes,No,,,,https://www.mac-menus.com/1-low-fat-milk-jug/,2026-04-11 13:45:12
how much is a sausage biscuit at mcdonalds,how much is a sausage biscuit at mcdonald's,20,1,0,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",Breakfast,Sausage Biscuit,bfast-sausage-biscuit,product_variant,Breakfast Menu,commercial,price_value,,,,bfast-sausage-biscuit__price_value,Sausage Biscuit - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/sausage-biscuit/,Yes,No,,,,https://www.mac-menus.com/sausage-biscuit/,2026-05-02 09:47:31
what kind of drinks does mcdonald's have,mcdonalds drink menu,20,1,0,"AI Overview, Thumbnail, People also ask, Top stories, Video preview",Beverages,Beverages & Drinks,beverages-drinks,menu_guide,,overview,overview_menu,,,,beverages-drinks__overview_menu,Beverages & Drinks - overview menu,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/beverage-menu/,Yes,No,,,,https://www.mac-menus.com/mcdonalds-beverage-menu-with-price/,2026-04-08 12:33:32
mcdonald's nutrition hash brown,mcdonald's hash brown calories,20,0,0,"People also ask, Knowledge panel",Breakfast,Hash Browns,bfast-hash-browns,product_variant,Breakfast Menu,nutrition,nutrition_macros,,,,bfast-hash-browns__nutrition_macros,Hash Browns - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/hash-browns/,Yes,No,,,,https://www.mac-menus.com/hash-browns/,2026-04-20 15:25:43
mcdonalds chicken nuggets cost,mcdonald's chicken nuggets price,20,15,0.54,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview, Top stories",Value & Deals,Chicken McNuggets,mcvalue-chicken-mcnuggets,product_family,McValue Menu,commercial,price_value,,,,mcvalue-chicken-mcnuggets__price_value,Chicken McNuggets - price value,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mcdonalds-deals-mcvalue-guide/,Yes,No,,,,https://www.mac-menus.com/chicken-mcnuggets/,2026-04-13 07:11:39
6 piece chicken mcnuggets meal,6 piece chicken mcnuggets meal,20,12,0,"AI Overview, Thumbnail, People also ask",McNuggets & Strips,6 pc Chicken McNuggets,nuggets-6-pc-chicken-mcnuggets,product_variant,Chicken McNuggets,overview,overview_menu,,,,nuggets-6-pc-chicken-mcnuggets__overview_menu,6 pc Chicken McNuggets - overview menu,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mcnuggets-strips/6-pc-chicken-mcnuggets/,Yes,No,,,,https://www.mac-menus.com/6-piece-chicken-mcnuggets-happy-meal/,2026-04-07 22:34:02
mcdonald's morning,mcdonald's food,20,26,0,"People also ask, Top stories, Thumbnail, Video preview",Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_general,,,,menu-hub__overview_general,McDonald's Menu - overview general,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/mcdonalds-breakfast-menu-breakfast-meals-more-2025/,2026-04-28 06:31:33
how much is mcdonalds kids meal,how much are happy meals,20,0,0,"AI Overview, Thumbnail, People also ask, Sitelinks, Top stories, Video preview",Happy Meal,Happy Meal,happy-happy-meal,product_family,Happy Meal,commercial,price_value,,,,happy-happy-meal__price_value,Happy Meal - price value,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/happy-meal-menu/,Yes,No,,,,https://www.mac-menus.com/happy-meal/,2026-04-09 07:38:30
how much do mcnuggets cost,mcdonald's chicken nuggets price,20,4,0.87,"People also ask, Sitelinks, Shopping, Thumbnail",Value & Deals,Chicken McNuggets,mcvalue-chicken-mcnuggets,product_family,McValue Menu,commercial,price_value,,,,mcvalue-chicken-mcnuggets__price_value,Chicken McNuggets - price value,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mcdonalds-deals-mcvalue-guide/,Yes,No,,,,https://www.mac-menus.com/,2026-05-03 20:59:22
40 piece nuggets mcdonalds,mcdonalds nuggets,20,0,0,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks, Top stories",McNuggets & Strips,6 pc Chicken McNuggets,nuggets-6-pc-chicken-mcnuggets,product_variant,Chicken McNuggets,overview,overview_general,,,,nuggets-6-pc-chicken-mcnuggets__overview_general,6 pc Chicken McNuggets - overview general,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mcnuggets-strips/6-pc-chicken-mcnuggets/,Yes,No,,,,https://www.mac-menus.com/40-piece-chicken-mcnuggets/,2026-04-08 19:50:28
10 piece mcnugget meal price,how much is a 10 piece mcnugget,20,6,0.49,"AI Overview, People also ask, Sitelinks",McNuggets & Strips,10 pc Chicken McNuggets,nuggets-10-pc-chicken-mcnuggets,product_variant,Chicken McNuggets,commercial,price_value,,,,nuggets-10-pc-chicken-mcnuggets__price_value,10 pc Chicken McNuggets - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mcnuggets-strips/10-pc-chicken-mcnuggets/,Yes,No,,,,https://www.mac-menus.com/10-piece-chicken-mcnuggets/,2026-04-18 07:44:20
strawberry milkshake mcdonalds calories,large coke mcdonalds calories,20,2,0.69,"AI Overview, Thumbnail, People also ask",Nutrition,"Nutrition, Calories & Allergens",nutrition-guide,support_page,,nutrition,nutrition_macros,,,,nutrition-guide__nutrition_macros,"Nutrition, Calories & Allergens - nutrition macros",support,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/mcdonalds-nutrition-calories-allergens/,Yes,No,,,,https://www.mac-menus.com/strawberry-shake/,2026-04-07 20:08:33
bacon egg & cheese mcgriddles,bacon egg & cheese mcgriddles,20,0,0,"People also ask, Video preview, Top stories, Thumbnail",Breakfast,"Bacon, Egg & Cheese McGriddles",bfast-bacon-egg-cheese-mcgriddles,product_variant,Breakfast Menu,overview,overview_general,,,,bfast-bacon-egg-cheese-mcgriddles__overview_general,"Bacon, Egg & Cheese McGriddles - overview general",item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/bacon-egg-cheese-mcgriddles/,Yes,No,,,,https://www.mac-menus.com/bacon-egg-cheese-mcgriddles/,2026-05-02 15:22:09
mcdonald's full breakfast menu,mcdonald's breakfast menu,20,12,1.12,"People also ask, Knowledge panel, Bottom ads, Paid sitelinks",Breakfast,Breakfast Menu,breakfast-menu,menu_guide,,overview,overview_menu,,,,breakfast-menu__overview_menu,Breakfast Menu - overview menu,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/breakfast-menu/,Yes,No,,,,https://www.mac-menus.com/mcdonalds-breakfast-menu-breakfast-meals-more-2025/,2026-04-20 17:46:19
how many calories are in a iced caramel macchiato,small iced caramel macchiato calories,20,4,0,"AI Overview, Video preview, Thumbnail, People also ask, Top stories",McCafe Coffees,McCafe Iced Caramel Macchiato,coffee-mccafe-iced-caramel-macchiato,product_family,McCafe Coffees,nutrition,nutrition_macros,,,,coffee-mccafe-iced-caramel-macchiato__nutrition_macros,McCafe Iced Caramel Macchiato - nutrition macros,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/,Yes,No,,,,https://www.mac-menus.com/iced-caramel-macchiato/,2026-04-13 05:39:35
mcdonald's points to dollars,mymcdonald's rewards,20,4,0,"AI Overview, Thumbnail, People also ask, Video preview",Customer Journey,Rewards Guide,rewards-guide,service_page,,service_task,service_rewards,,,,rewards-guide__service_rewards,Rewards Guide - service rewards,support,Optimize the existing support page.,https://mcdomenuusa.com/rewards-guide/,Yes,No,,,,https://www.mac-menus.com/rewards-points/,2026-04-30 23:20:13
mcdonald's double cheeseburgers,mcdonald's food,20,5,3.62,"AI Overview, Thumbnail, Video preview, People also ask, Top stories, Sitelinks",Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_general,,,,menu-hub__overview_general,McDonald's Menu - overview general,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/double-cheeseburger/,2026-04-07 14:18:18
does unsweetened iced tea have sugar,unsweet tea calories,20,0,0,"AI Overview, Thumbnail, People also ask, Sitelinks",Beverages,Unsweetened Iced Tea,bev-unsweetened-iced-tea,product_family,Beverages & Drinks,nutrition,nutrition_macros,,,,bev-unsweetened-iced-tea__nutrition_macros,Unsweetened Iced Tea - nutrition macros,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/beverage-menu/,Yes,No,,,,https://www.mac-menus.com/unsweetened-iced-tea/,2026-04-26 01:55:17
how many calories in a small mocha frappe from mcdonald's,mocha frappe calories,20,2,0,"AI Overview, Thumbnail, People also ask, Sitelinks",McCafe Coffees,McCafe Mocha Frappe Small,coffee-mccafe-mocha-frappe-small,product_variant,McCafe Mocha Frappe,nutrition,nutrition_macros,,,,coffee-mccafe-mocha-frappe-small__nutrition_macros,McCafe Mocha Frappe Small - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mccafe-coffees/mccafe-mocha-frappe-small/,Yes,No,,,,https://www.mac-menus.com/mocha-frappe/,2026-05-01 04:21:59
how much are the 20 piece nuggets at mcdonald's,mcdonald's 10 piece nuggets meal price,20,0,0.66,"AI Overview, Thumbnail, Video preview, People also ask, Top stories",McNuggets & Strips,6 pc Chicken McNuggets,nuggets-6-pc-chicken-mcnuggets,product_variant,Chicken McNuggets,commercial,price_value,,,,nuggets-6-pc-chicken-mcnuggets__price_value,6 pc Chicken McNuggets - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mcnuggets-strips/6-pc-chicken-mcnuggets/,Yes,No,,,,https://www.mac-menus.com/20-piece-chicken-mcnuggets/,2026-04-02 18:51:12
how much does a mcflurry at mcdonald's cost,how much is a mcflurry,20,0,0,"AI Overview, Thumbnail, People also ask, Video preview, Sitelinks",Sweets & Treats,OREO McFlurry,sweets-oreo-mcflurry,product_variant,Sweets & Treats,commercial,price_value,,,,sweets-oreo-mcflurry__price_value,OREO McFlurry - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sweets-treats/oreo-mcflurry/,Yes,No,,,,https://www.mac-menus.com/mcflurry-with-oreo-cookies/,2026-04-04 10:58:31
how much are pancakes at mcdonald's,mcdonald's hotcakes price,20,11,0.05,"AI Overview, Thumbnail, Video preview, People also ask, Discussions and forums, Sitelinks",Breakfast,Hotcakes,bfast-hotcakes,product_variant,Breakfast Menu,commercial,price_value,,,,bfast-hotcakes__price_value,Hotcakes - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/hotcakes/,Yes,No,,,,https://www.mac-menus.com/hotcakes-and-sausage/,2026-04-05 21:53:14
mcdonald's menu fish,mcdonald's menu,20,26,0.16,"Top ads, People also ask, Top stories, Thumbnail, Video preview",Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_menu,,,,menu-hub__overview_menu,McDonald's Menu - overview menu,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,No,,,,https://www.mac-menus.com/filet-o-fish/,2026-04-13 23:46:28
mcgriddle combo price,mcgriddle price,20,0,0.64,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks",Breakfast,McGriddle,breakfast-mcgriddle,product_family,Breakfast Menu,commercial,price_value,,,,breakfast-mcgriddle__price_value,McGriddle - price value,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/breakfast-menu/,Yes,No,,,,https://www.mac-menus.com/sausage-egg-cheese-mcgriddles-meal/,2026-04-06 13:44:17
how much are small fries at mcdonald's,how much is a small fry at mcdonalds,20,58,0,"People also ask, Sitelinks",Fries & Sides,World Famous Fries Small,sides-world-famous-fries-small,product_variant,World Famous Fries,commercial,price_value,,,,sides-world-famous-fries-small__price_value,World Famous Fries Small - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/fries-sides/world-famous-fries-small/,Yes,No,,,,https://www.mac-menus.com/,2026-04-12 22:03:17
mcdonald's 40 pc nuggets price,40 piece chicken mcnuggets price,20,12,0.7,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks",McNuggets & Strips,40 pc Chicken McNuggets,nuggets-40-pc-chicken-mcnuggets,product_variant,Chicken McNuggets,commercial,price_value,,,,nuggets-40-pc-chicken-mcnuggets__price_value,40 pc Chicken McNuggets - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mcnuggets-strips/40-pc-chicken-mcnuggets/,Yes,No,,,,https://www.mac-menus.com/40-piece-chicken-mcnuggets/,2026-04-13 00:42:17
how much is a medium caramel frappe,caramel frappe mcdonalds price,20,0,0,"AI Overview, Thumbnail, People also ask, Sitelinks",McCafe Coffees,McCafe Caramel Frappe Small,coffee-mccafe-caramel-frappe-small,product_variant,McCafe Caramel Frappe,commercial,price_value,,,,coffee-mccafe-caramel-frappe-small__price_value,McCafe Caramel Frappe Small - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mccafe-coffees/mccafe-caramel-frappe-small/,Yes,No,,,,https://www.mac-menus.com/caramel-frappe/,2026-04-15 08:42:17
how much caffeine in a large frappe,mcdonalds frappe caffeine,20,0,0,"AI Overview, Thumbnail, People also ask, Sitelinks",McCafe Coffees,Frappe,coffee-frappe,product_family,McCafe Coffees,nutrition,nutrition_caffeine,,,,coffee-frappe__nutrition_caffeine,Frappe - nutrition caffeine,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/,Yes,No,,,,https://www.mac-menus.com/caramel-frappe/,2026-04-19 23:08:27
how much is a medium fries at mcdonald's,how much is a medium fry at mcdonald's,20,56,0.53,"People also ask, Top stories, Thumbnail, Sitelinks",Fries & Sides,World Famous Fries Medium,sides-world-famous-fries-medium,product_variant,World Famous Fries,commercial,price_value,,,,sides-world-famous-fries-medium__price_value,World Famous Fries Medium - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/fries-sides/world-famous-fries-medium/,Yes,No,,,,https://www.mac-menus.com/,2026-04-20 08:36:47
mcdonald combo,mcdonald's menu with prices 2025,20,36,0,"People also ask, Video preview",Brand Core,McDonald's Menu,menu-hub,menu_hub,,commercial,price_value,,,,menu-hub__price_value,McDonald's Menu - price value,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/mcdonalds-shareables-bundles/,2026-04-19 11:26:17
suasage mcmuffin,sausage egg and cheese mcmuffin,20,9,0,"People also ask, Thumbnail, Video preview, Top stories, Sitelinks",Breakfast,McMuffin,breakfast-mcmuffin,product_family,Breakfast Menu,overview,overview_general,,,,breakfast-mcmuffin__overview_general,McMuffin - overview general,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/breakfast-menu/,Yes,No,,,,https://www.mac-menus.com/sausage-mcmuffin/,2026-04-17 17:53:56
current mcdonalds prices,mcdonald's menu with prices 2025,20,66,0.03,"People also ask, Sitelinks",Brand Core,McDonald's Menu,menu-hub,menu_hub,,commercial,price_value,,,,menu-hub__price_value,McDonald's Menu - price value,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,No,,,,https://www.mac-menus.com/,2026-04-29 00:03:19
beverage mcdonald's menu drinks,mcdonald's menu,20,1,0.69,"People also ask, Thumbnail, Top stories",Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_menu,,,,menu-hub__overview_menu,McDonald's Menu - overview menu,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,No,,,,https://www.mac-menus.com/mcdonalds-beverage-menu-with-price/,2026-04-22 19:22:51
how much is a mcdonald's quarter pounder,how much is a quarter pounder at mcdonald's,20,40,0.02,"People also ask, Sitelinks, Video preview",Burgers,Quarter Pounder with Cheese,burgers-quarter-pounder-with-cheese,product_variant,Burgers Menu,commercial,price_value,,,,burgers-quarter-pounder-with-cheese__price_value,Quarter Pounder with Cheese - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/quarter-pounder-with-cheese/,Yes,No,,,,https://www.mac-menus.com/,2026-05-03 02:21:43
mcdonald's iced latte price,mcdonald's iced latte price,20,3,0.45,"AI Overview, Thumbnail, People also ask, Sitelinks",McCafe Coffees,McCafe Iced Latte,coffee-mccafe-iced-latte,product_family,McCafe Coffees,commercial,price_value,,,,coffee-mccafe-iced-latte__price_value,McCafe Iced Latte - price value,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/,Yes,No,,,,https://www.mac-menus.com/iced-caramel-latte/,2026-04-23 20:18:40
vanilla shake mcdonalds price,mcdonald's vanilla shake price,20,47,0.55,"AI Overview, Thumbnail, People also ask, Sitelinks",Sweets & Treats,Vanilla Shake,sweets-vanilla-shake,product_family,Sweets & Treats,commercial,price_value,,,,sweets-vanilla-shake__price_value,Vanilla Shake - price value,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/sweets-treats/,Yes,No,,,,https://www.mac-menus.com/vanilla-shake/,2026-04-04 21:06:02
how much is a sundae from mcdonald's,mcdonald's ice cream price,20,4,0,"People also ask, Sitelinks",Sweets & Treats,Sweets & Treats,sweets-treats,menu_guide,,commercial,price_value,,,,sweets-treats__price_value,Sweets & Treats - price value,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/sweets-treats/,Yes,No,,,,https://www.mac-menus.com/hot-fudge-sundae/,2026-04-04 18:36:08
mcdonald's cappuccino calories,mcdonald's cappuccino calories,20,0,0,"AI Overview, Thumbnail, People also ask",McCafe Coffees,McCafe Cappuccino,coffee-mccafe-cappuccino,product_family,McCafe Coffees,nutrition,nutrition_macros,,,,coffee-mccafe-cappuccino__nutrition_macros,McCafe Cappuccino - nutrition macros,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/,Yes,No,,,,https://www.mac-menus.com/cappuccino/,2026-04-05 11:01:24
mcdonalds desert menu,mcdonald's menu,20,2,0,"People also ask, AI Overview",Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_menu,,,,menu-hub__overview_menu,McDonald's Menu - overview menu,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/sweet-and-treat-menu/,2026-04-17 11:29:55
small medium large mcdonalds smoothie sizes,mcdonalds smoothie,20,0,0,"People also ask, Video preview",Beverages,Smoothie,beverages-smoothie,product_family,Beverages & Drinks,overview,overview_general,,,,beverages-smoothie__overview_general,Smoothie - overview general,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/beverage-menu/,Yes,No,,,,https://www.mac-menus.com/strawberry-banana-smoothie/,2026-04-30 00:18:02
macdonal menu,mcdonald's menu,20,72,0,"People also ask, Video preview",Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_menu,,,,menu-hub__overview_menu,McDonald's Menu - overview menu,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/,2026-04-12 01:35:38
small frappe mcdonalds calories,large coke mcdonalds calories,20,2,0,"AI Overview, Thumbnail, People also ask",Nutrition,"Nutrition, Calories & Allergens",nutrition-guide,support_page,,nutrition,nutrition_macros,,,,nutrition-guide__nutrition_macros,"Nutrition, Calories & Allergens - nutrition macros",support,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/mcdonalds-nutrition-calories-allergens/,Yes,No,,,,https://www.mac-menus.com/caramel-frappe/,2026-04-21 01:16:46
how many carbs is in a mcdonald's hash brown,mcdonald's hash brown calories,20,0,0,"Knowledge card, People also ask, AI Overview",Breakfast,Hash Browns,bfast-hash-browns,product_variant,Breakfast Menu,nutrition,nutrition_macros,,,,bfast-hash-browns__nutrition_macros,Hash Browns - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/hash-browns/,Yes,No,,,,https://www.mac-menus.com/hash-browns/,2026-05-03 20:45:36
mcdonald's menu breakfast bagel,mcdonald's menu,20,1,0,"People also ask, Top stories, Thumbnail, Video preview",Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_menu,,,,menu-hub__overview_menu,McDonald's Menu - overview menu,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,No,,,,https://www.mac-menus.com/egg-and-cheese-bagel/,2026-05-01 15:02:31
family meal deal mcdonald's,mcdonald's bundle box,20,32,0.6,"People also ask, Sitelinks, Video preview, Top stories",Value & Deals,Shareables & Bundles,shareables-bundles,support_page,,commercial,price_value,,,,shareables-bundles__price_value,Shareables & Bundles - price value,support,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/shareables-bundles/,Yes,No,,,,https://www.mac-menus.com/mcdonalds-shareables-bundles/,2026-05-04 01:19:10
what's a mcdouble,mcdouble,20,1,0,"AI Overview, Thumbnail, People also ask, Top stories",Burgers,McDouble,burgers-mcdouble,product_variant,Burgers Menu,overview,overview_general,,,,burgers-mcdouble__overview_general,McDouble - overview general,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/mcdouble/,Yes,No,,,,https://www.mac-menus.com/mcdouble/,2026-04-27 15:18:57
mcdonald's pancakes carbs,mcdonald's hotcakes calories,20,0,0.68,"People also ask, AI Overview",Breakfast,Hotcakes,bfast-hotcakes,product_variant,Breakfast Menu,nutrition,nutrition_macros,,,,bfast-hotcakes__nutrition_macros,Hotcakes - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/hotcakes/,Yes,No,,,,https://www.mac-menus.com/hotcakes/,2026-04-26 16:40:36
4 piece happy meal price,4 piece happy meal price,20,0,0,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",Happy Meal,4 pc McNuggets Happy Meal,happy-4-pc-mcnuggets-happy-meal,product_variant,Happy Meal,commercial,price_value,,,,happy-4-pc-mcnuggets-happy-meal__price_value,4 pc McNuggets Happy Meal - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/happy-meal/4-pc-mcnuggets-happy-meal/,Yes,No,,,,https://www.mac-menus.com/4-piece-chicken-mcnuggets-happy-meal/,2026-04-18 22:40:28
mcdonalds large diet coke,mcdonalds sprite,20,0,0,"People also ask, Sitelinks",Beverages,Soft Drink Small,bev-soft-drink-small,product_variant,Soft Drink,overview,overview_general,,,,bev-soft-drink-small__overview_general,Soft Drink Small - overview general,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/beverages-drinks/soft-drink-small/,Yes,No,,,,https://www.mac-menus.com/diet-coke/,2026-04-12 14:41:42
mcdonald's.breakfast,mcdonald's breakfast menu,20,1,0,"People also ask, Video preview, Top stories",Breakfast,Breakfast Menu,breakfast-menu,menu_guide,,overview,overview_menu,,,,breakfast-menu__overview_menu,Breakfast Menu - overview menu,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/breakfast-menu/,Yes,No,,,,https://www.mac-menus.com/mcdonalds-breakfast-menu-breakfast-meals-more-2025/,2026-04-24 10:30:44
how many calories in mcdonald's mocha frappe,mocha frappe calories,20,0,0.56,"AI Overview, Thumbnail, People also ask",McCafe Coffees,McCafe Mocha Frappe Small,coffee-mccafe-mocha-frappe-small,product_variant,McCafe Mocha Frappe,nutrition,nutrition_macros,,,,coffee-mccafe-mocha-frappe-small__nutrition_macros,McCafe Mocha Frappe Small - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mccafe-coffees/mccafe-mocha-frappe-small/,Yes,No,,,,https://www.mac-menus.com/mocha-frappe/,2026-04-27 10:54:41
hotcakes nutrition,mcdonald's hotcakes calories,20,0,0,"AI Overview, Thumbnail, People also ask",Breakfast,Hotcakes,bfast-hotcakes,product_variant,Breakfast Menu,nutrition,nutrition_macros,,,,bfast-hotcakes__nutrition_macros,Hotcakes - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/hotcakes/,Yes,No,,,,https://www.mac-menus.com/hotcakes/,2026-04-28 20:55:18
